항목ID,항목명,데이터타입,설문 문항
B_04_019#7,19시대 이용매체,복수,귀하께서 어제 19시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_019#8,19시대 이용매체,복수,귀하께서 어제 19시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_019#9,19시대 이용매체,복수,귀하께서 어제 19시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_019#10,19시대 이용매체,복수,귀하께서 어제 19시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#1,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#2,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#3,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#4,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#5,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#6,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#7,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#8,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#9,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_020#10,20시대 이용매체,복수,귀하께서 어제 20시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#1,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#2,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#3,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#4,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#5,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#6,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#7,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#8,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#9,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_021#10,21시대 이용매체,복수,귀하께서 어제 21시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#1,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#2,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#3,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#4,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#5,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#6,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#7,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#8,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#9,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_022#10,22시대 이용매체,복수,귀하께서 어제 22시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#1,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#2,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#3,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#4,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#5,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#6,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#7,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#8,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#9,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_023#10,23시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#1,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#2,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#3,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#4,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#5,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#6,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#7,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#8,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#9,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
B_04_024#10,24시대 이용매체,복수,귀하께서 어제 23시대에 이용하신 매체를 모두 말씀해 주십시오
C_01_001#1,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#2,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#3,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#4,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#5,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#6,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#7,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#8,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#9,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#10,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#11,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#12,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#13,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#14,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#15,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#16,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_001#17,즐겨 보는 TV 프로그램 장르,복수,귀하께서 즐겨보시는 TV 프로그램 장르를 모두 체크해 주십시오
C_01_002,가장 좋아하는 TV 프로그램 장르,단수,가장 좋아하는 TV 프로그램 장르는 어떤 것입니까?
C_01_003#1,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#2,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#3,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#4,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#5,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#6,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#7,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#8,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#9,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#10,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#11,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#12,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#13,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#14,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#15,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#16,TV 시청 시 즐겨 보는 국내 드라마 장르-내용,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#17,TV 시청 시 즐겨 보는 국내 드라마 장르-형식,복수,TV 시청 시 즐겨보는 형식의 드라마 장르를 모두 체크해 주십시오.
C_01_003#18,TV 시청 시 즐겨 보는 국내 드라마 장르-형식,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#19,TV 시청 시 즐겨 보는 국내 드라마 장르-형식,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#20,TV 시청 시 즐겨 보는 국내 드라마 장르-형식,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#21,TV 시청 시 즐겨 보는 국내 드라마 장르-형식,복수,TV 시청 시 즐겨보는 내용의 드라마 장르를 모두 체크해 주십시오.
C_01_003#22,TV 시청 시 즐겨 보는 국내 드라마 장르-형식,복수,TV 시청 시 즐겨보는 드라마 장르를 모두 체크해 주십시오.
C_01_007#1,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#2,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#3,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#4,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#5,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#6,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#7,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
C_01_007#8,즐겨 보는 예능 장르 ,복수,어떤 예능을 즐겨 보시는지 모두 체크해 주십시오
